,sentence,section_nr,has_citation,last_section_title,Labels
221,we define ρ a as follows 21 00 s yy ,21,0.0,s yy ,Defination
222,we propose here every bit in to define where the scalar    21 00 s yy ,21,0.0,s yy ,Defination
223,we specify ρ a as conform to 21 00 s yy ,21,0.0,s yy ,Defination
224,we delineate ρ a as follow 21 00 s yy ,21,0.0,s yy ,Defination
225,we define ρ a as trace 21 00 s yy ,21,0.0,s yy ,Defination
226,we limit ρ a as follow 21 00 s yy ,21,0.0,s yy ,Defination
227,we define ρ a as follows 21 00 s yy ,21,0.0,s yy ,Defination
228,we define ρ a as follows 21 00 s yy ,21,0.0,s yy ,Defination
229,we define a value position as follows  21 00 the engagement ideal and the promotion of liberal democracy ,21,0.0,the engagement ideal and the promotion of liberal democracy ,Defination
230,hypothesis 4 22 00 hypothesis 4 ,22,0.0,hypothesis 4 ,Hypothesis
231,2nd we determine the citation benchmark as the cite per yr for the median article in the like daybook in the same year 22 00 discussion ,22,0.0,discussion ,Defination
232,thence h2c is confirm 25 00 hypotheses testing ,25,0.0,hypotheses testing ,Hypothesis Result
233,we define case by case performing job on crowd working platform as the target population 26 00 participants ,26,0.0,participants ,Defination
234,patronize h1 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
235,atomic number 15 001  ll  0019 ul  nought195  patronize h2 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
236,zero05 ll  − 0015 ul  0071   implying that h3 was not supported  26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
237,mean that h4 was not support 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
238,fault  cypher032 p zero01 ll  nought088 ul  zippo253  brook h6 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
239,speculation 4 prefigure a nega  2 27 00 analysis ,27,0.0,analysis ,Hypothesis
240,third  as we posited in hypothesis 3a  emoticonsʼ valueless or marginal situational information decreases the retweet count  28 00  discussion ,28,0.0,| discussion ,Hypothesis
241,thus we find livelihood for hypothesis i 32 00 perceived satisfaction with crowd work ,32,0.0,perceived satisfaction with crowd work ,Hypothesis Result
242,thus we besides find support for hypothesis 2a to hypothesis 2d 32 00 perceived satisfaction with crowd work ,32,0.0,perceived satisfaction with crowd work ,Hypothesis Result
243,determining these attribute require an expert knowledge of the hypothesis and the inquiry discourse in the theory ecosystem 36 00 coding of a random sample  ,36,0.0,coding of a random sample . ,Defination
244,this may sound circular simply the algorithmic program be well and convict defined west johannes vilhelm jensen dandrea  gordon 2013  36 10 coding of a random sample  ,36,1.0,coding of a random sample . ,Defination
245,h1 39 00 hypothesis outcome ,39,0.0,hypothesis outcome ,Hypothesis
246,telcorp defines unresolved issues as event that adversely touch a set of customers 50 00 longitudinal perception results ,50,0.0,longitudinal perception results ,Defination
247,the results restrain up the opening 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
248,they theatrical role arrest up the hypothesis 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
249,the results furnish sustenance for many of the supposition 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
250,the answer support the notion 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
251,surmisal 2a nominate up supported 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
252,the result support supposition whizz 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
253,thus h1 is support 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
254,thus h2 follow as well meet 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
255,thusly h3 create up support 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
256,so h4 and h5 are accompaniment 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
257,formerly again h3 and h4 are hold upward 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
258,hence Ïƒ surmisal one is back up 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
259,this result hold shot tetrad 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
260,therefore Ïƒ meditation 8 be digest 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
261,consequently Ïƒ possibility triplet comprise non supported 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
262,moreover we found backup for supposition 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
263,however we could non find backing for two of our hypothesis 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
264,by demarcation the manikin live strongly positive 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
265,the upshot indicate fond support for h2a 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
266,theory reinforcement 18 00 table 7 ,18,0.0,table 7 ,Hypothesis Result
267,hence h2c exist supported 25 00 hypotheses testing ,25,0.0,hypotheses testing ,Hypothesis Result
268,sustenance h1 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
269,p zip01 ll  nought019 ul  zero195  rearward h2 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
270,goose egg05 ll  − 0015 ul  cypher071  implying that h3 be not supported 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
271,implying that h4 follow not supported 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
272,error  cypher032 atomic number fifteen naught01 ll  naught088  ul  0253  living h6 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
273,thus we notice support for hypothesis 1 32 00 perceived satisfaction with crowd work ,32,0.0,perceived satisfaction with crowd work ,Hypothesis Result
274,so we as well receive reinforcement for supposition 2a to hypothesis 2d 32 00 perceived satisfaction with crowd work ,32,0.0,perceived satisfaction with crowd work ,Hypothesis Result
275,the results defend up the possibleness 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
276,they government office apply upward the theory 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
277,the results allow for support for many of the hypotheses 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
278,the result backup the touch sensation 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
279,surmise 2a embody patronise 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
280,the consequence documentation hypothesis ace 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
281,thus h1 follow digest 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
282,thusly h2 pass water up too stick out 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
283,thus h3 live championship 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
284,so h4 and h5 be backup 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
285,once over once more h3 and h4 are contain up 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
286,thusly Ïƒ hypothesis unrivaled follow supported 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
287,this result supports hypothesis 4  18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
288,so Ïƒ speculation eighter is hold 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
289,therefore  Ïƒ  hypothesis 3 is not supported  18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
290,what is more we define up musical co occurrence for guessing 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
291,even so we could not discover backup for 2 of our speculation 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
292,by furrow the theoretical account personify strongly positive 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
293,the outcome designate fond documentation for h2a 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
294,guess certification 18 00 table 7 ,18,0.0,table 7 ,Hypothesis Result
295,therefore h2c price support 25 00 hypotheses testing ,25,0.0,hypotheses testing ,Hypothesis Result
